((54, 'wilting_point_surface'), (57, 'direct_evaporation_cease_soil_moisture_surface'), 1.0000000000000002)
((20, 'v-component_of_wind_pblri'), (52, 'downward_short_wave_rad_flux_surface'), -0.028756946021759079)
((25, 'pressure_surface'), (29, 'categorical_rain_yes1_no0_surface'), -0.028800641487065303)
((37, 'v-component_of_wind_maximum_wind'), (42, 'geopotential_height_surface'), -0.029118671803117165)
((6, 'categorical_ice_pellets_yes1_no0_surface'), (38, 'geopotential_height_zerodegc_isotherm'), -0.029356416747004368)
((37, 'v-component_of_wind_maximum_wind'), (50, 'snow_depth_surface'), -0.029404449004578205)
((18, 'land_cover_land1_sea0_surface'), (24, 'convective_inhibition_surface'), -0.029744208691741384)
((24, 'convective_inhibition_surface'), (27, 'soil_porosity_surface'), -0.029744208691741384)
((11, 'upward_short_wave_rad_flux_surface'), (37, 'v-component_of_wind_maximum_wind'), -0.030054569676780926)
((39, 'mean_sea_level_pressure_nam_model_reduction_msl'), (57, 'direct_evaporation_cease_soil_moisture_surface'), -0.03086946433690008)
((39, 'mean_sea_level_pressure_nam_model_reduction_msl'), (54, 'wilting_point_surface'), -0.03086946433690008)
((32, 'soil_type_as_in_zobler_surface'), (37, 'v-component_of_wind_maximum_wind'), -0.031686912995942396)
((17, 'upward_long_wave_rad_flux_surface'), (34, 'friction_velocity_surface'), -0.031715116263861802)
((33, 'geopotential_height_cloud_base'), (47, 'temperature_tropopause'), -0.031723969928987614)
((2, 'geopotential_height_lltw'), (11, 'upward_short_wave_rad_flux_surface'), -0.03218889438383702)
((8, 'number_of_soil_layers_in_root_zone_surface'), (52, 'downward_short_wave_rad_flux_surface'), -0.03219168708081991)
((5, 'sensible_heat_net_flux_surface'), (52, 'downward_short_wave_rad_flux_surface'), -0.032304676385735823)
((44, 'latent_heat_net_flux_surface'), (52, 'downward_short_wave_rad_flux_surface'), -0.03242484817643302)
((27, 'soil_porosity_surface'), (51, 'v-component_of_wind_tropopause'), -0.032499012331287151)
((18, 'land_cover_land1_sea0_surface'), (51, 'v-component_of_wind_tropopause'), -0.032499012331287151)
((24, 'convective_inhibition_surface'), (26, 'transpiration_stress-onset_soil_moisture_surface'), -0.032671672409414598)
((25, 'pressure_surface'), (35, 'maximumcomposite_radar_reflectivity_entire_atmosphere'), -0.033425942527961446)
((19, 'vegitation_type_as_in_sib_surface'), (39, 'mean_sea_level_pressure_nam_model_reduction_msl'), -0.033431139067155086)
((28, 'vegetation_surface'), (43, 'convective_available_potential_energy_surface'), -0.033473275350188035)
((2, 'geopotential_height_lltw'), (35, 'maximumcomposite_radar_reflectivity_entire_atmosphere'), -0.033529576833286702)
((8, 'number_of_soil_layers_in_root_zone_surface'), (51, 'v-component_of_wind_tropopause'), -0.033954268644352088)
((50, 'snow_depth_surface'), (51, 'v-component_of_wind_tropopause'), -0.03412098975665584)
((11, 'upward_short_wave_rad_flux_surface'), (51, 'v-component_of_wind_tropopause'), -0.034444254608267014)
((26, 'transpiration_stress-onset_soil_moisture_surface'), (51, 'v-component_of_wind_tropopause'), -0.034717566882640431)
((42, 'geopotential_height_surface'), (51, 'v-component_of_wind_tropopause'), -0.0351286459880178)
((23, 'ice_cover_ice1_no_ice0_surface'), (29, 'categorical_rain_yes1_no0_surface'), -0.035631844996028249)
((48, 'geopotential_height_pblri'), (54, 'wilting_point_surface'), -0.03582505684954522)
((48, 'geopotential_height_pblri'), (57, 'direct_evaporation_cease_soil_moisture_surface'), -0.03582505684954522)
((10, 'pressure_reduced_to_msl_msl'), (38, 'geopotential_height_zerodegc_isotherm'), -0.035951914979481636)
((45, 'surface_roughness_surface'), (52, 'downward_short_wave_rad_flux_surface'), -0.036526066205741593)
((11, 'upward_short_wave_rad_flux_surface'), (53, 'u-component_of_wind_maximum_wind'), -0.036815291906476991)
((24, 'convective_inhibition_surface'), (32, 'soil_type_as_in_zobler_surface'), -0.036874149769662488)
((23, 'ice_cover_ice1_no_ice0_surface'), (39, 'mean_sea_level_pressure_nam_model_reduction_msl'), -0.036950974157003269)
((8, 'number_of_soil_layers_in_root_zone_surface'), (39, 'mean_sea_level_pressure_nam_model_reduction_msl'), -0.037624162107983236)
((3, 'water_equiv_of_accum_snow_depth_surface'), (22, 'lightning_surface'), -0.037943563934890283)
((8, 'number_of_soil_layers_in_root_zone_surface'), (48, 'geopotential_height_pblri'), -0.038253264899581883)
((51, 'v-component_of_wind_tropopause'), (54, 'wilting_point_surface'), -0.038485896757754642)
((51, 'v-component_of_wind_tropopause'), (57, 'direct_evaporation_cease_soil_moisture_surface'), -0.038485896757754642)
((20, 'v-component_of_wind_pblri'), (24, 'convective_inhibition_surface'), -0.038643920382980701)
((33, 'geopotential_height_cloud_base'), (49, 'pressure_tropopause'), -0.03874153744354325)
((7, 'visibility_surface'), (24, 'convective_inhibition_surface'), -0.039301044041823864)
((5, 'sensible_heat_net_flux_surface'), (35, 'maximumcomposite_radar_reflectivity_entire_atmosphere'), -0.039519067018512086)
((35, 'maximumcomposite_radar_reflectivity_entire_atmosphere'), (44, 'latent_heat_net_flux_surface'), -0.039595167073327643)
((27, 'soil_porosity_surface'), (48, 'geopotential_height_pblri'), -0.039632571912999945)
((18, 'land_cover_land1_sea0_surface'), (48, 'geopotential_height_pblri'), -0.039632571912999945)
((25, 'pressure_surface'), (48, 'geopotential_height_pblri'), -0.039987056041741277)
((26, 'transpiration_stress-onset_soil_moisture_surface'), (48, 'geopotential_height_pblri'), -0.040059699186719852)
((26, 'transpiration_stress-onset_soil_moisture_surface'), (39, 'mean_sea_level_pressure_nam_model_reduction_msl'), -0.040404843557603334)
((9, 'categorical_freezing_rain_yes1_no0_surface'), (38, 'geopotential_height_zerodegc_isotherm'), -0.041119111010207085)
((15, 'surface_wind_gust_surface'), (40, 'temperature_surface'), -0.041435996555475703)
((24, 'convective_inhibition_surface'), (54, 'wilting_point_surface'), -0.042071840877670671)
((24, 'convective_inhibition_surface'), (57, 'direct_evaporation_cease_soil_moisture_surface'), -0.042071840877670671)
((37, 'v-component_of_wind_maximum_wind'), (56, 'u-component_of_wind_pblri'), -0.042274133538599289)
((7, 'visibility_surface'), (14, 'u-component_of_wind_tropopause'), -0.042822718739300339)
((32, 'soil_type_as_in_zobler_surface'), (51, 'v-component_of_wind_tropopause'), -0.042916322648477716)
((18, 'land_cover_land1_sea0_surface'), (39, 'mean_sea_level_pressure_nam_model_reduction_msl'), -0.043024922645952791)
((27, 'soil_porosity_surface'), (39, 'mean_sea_level_pressure_nam_model_reduction_msl'), -0.043024922645952791)
((19, 'vegitation_type_as_in_sib_surface'), (24, 'convective_inhibition_surface'), -0.043381622193526571)
((10, 'pressure_reduced_to_msl_msl'), (23, 'ice_cover_ice1_no_ice0_surface'), -0.043617692851000867)
((33, 'geopotential_height_cloud_base'), (52, 'downward_short_wave_rad_flux_surface'), -0.043722161688720354)
((6, 'categorical_ice_pellets_yes1_no0_surface'), (7, 'visibility_surface'), -0.045930847782677565)
((32, 'soil_type_as_in_zobler_surface'), (39, 'mean_sea_level_pressure_nam_model_reduction_msl'), -0.046128264928556151)
((22, 'lightning_surface'), (50, 'snow_depth_surface'), -0.046917962613954367)
((23, 'ice_cover_ice1_no_ice0_surface'), (34, 'friction_velocity_surface'), -0.047735455951600322)
((22, 'lightning_surface'), (53, 'u-component_of_wind_maximum_wind'), -0.047836337018563449)
((15, 'surface_wind_gust_surface'), (43, 'convective_available_potential_energy_surface'), -0.048752802788902733)
((33, 'geopotential_height_cloud_base'), (41, 'snow_cover_surface'), -0.049035226023741697)
((23, 'ice_cover_ice1_no_ice0_surface'), (33, 'geopotential_height_cloud_base'), -0.049519687711946189)
((33, 'geopotential_height_cloud_base'), (50, 'snow_depth_surface'), -0.050101446208403913)
((5, 'sensible_heat_net_flux_surface'), (34, 'friction_velocity_surface'), -0.050521148899201715)
((11, 'upward_short_wave_rad_flux_surface'), (38, 'geopotential_height_zerodegc_isotherm'), -0.050522563544677553)
((34, 'friction_velocity_surface'), (44, 'latent_heat_net_flux_surface'), -0.050682975926622589)
((13, 'categorical_snow_yes1_no0_surface'), (29, 'categorical_rain_yes1_no0_surface'), -0.052368813935102114)
((48, 'geopotential_height_pblri'), (49, 'pressure_tropopause'), -0.052372337818674036)
((14, 'u-component_of_wind_tropopause'), (22, 'lightning_surface'), -0.052424479231811587)
((19, 'vegitation_type_as_in_sib_surface'), (48, 'geopotential_height_pblri'), -0.053499119803746713)
((21, 'albedo_surface'), (22, 'lightning_surface'), -0.053605252597587492)
((7, 'visibility_surface'), (9, 'categorical_freezing_rain_yes1_no0_surface'), -0.054218614824321512)
((39, 'mean_sea_level_pressure_nam_model_reduction_msl'), (46, 'pressure_maximum_wind'), -0.054588800336526001)
((32, 'soil_type_as_in_zobler_surface'), (33, 'geopotential_height_cloud_base'), -0.054982207343556321)
((22, 'lightning_surface'), (25, 'pressure_surface'), -0.055506009132995991)
((13, 'categorical_snow_yes1_no0_surface'), (28, 'vegetation_surface'), -0.056076929241767874)
((8, 'number_of_soil_layers_in_root_zone_surface'), (33, 'geopotential_height_cloud_base'), -0.057778919790259245)
((7, 'visibility_surface'), (42, 'geopotential_height_surface'), -0.057807097207704487)
((10, 'pressure_reduced_to_msl_msl'), (36, 'plant_canopy_surface_water_surface'), -0.058925843900988213)
((3, 'water_equiv_of_accum_snow_depth_surface'), (29, 'categorical_rain_yes1_no0_surface'), -0.059119558917257252)
((36, 'plant_canopy_surface_water_surface'), (39, 'mean_sea_level_pressure_nam_model_reduction_msl'), -0.059237091122380243)
((11, 'upward_short_wave_rad_flux_surface'), (15, 'surface_wind_gust_surface'), -0.059609500507907788)
((20, 'v-component_of_wind_pblri'), (48, 'geopotential_height_pblri'), -0.059840540410606741)
((11, 'upward_short_wave_rad_flux_surface'), (33, 'geopotential_height_cloud_base'), -0.060125504530491466)
((33, 'geopotential_height_cloud_base'), (56, 'u-component_of_wind_pblri'), -0.061515151804147197)
((51, 'v-component_of_wind_tropopause'), (56, 'u-component_of_wind_pblri'), -0.061562054044690569)
((33, 'geopotential_height_cloud_base'), (57, 'direct_evaporation_cease_soil_moisture_surface'), -0.061568864944530566)
((33, 'geopotential_height_cloud_base'), (54, 'wilting_point_surface'), -0.061568864944530566)
((21, 'albedo_surface'), (37, 'v-component_of_wind_maximum_wind'), -0.06227352360607908)
((19, 'vegitation_type_as_in_sib_surface'), (33, 'geopotential_height_cloud_base'), -0.062331491336735212)
((23, 'ice_cover_ice1_no_ice0_surface'), (36, 'plant_canopy_surface_water_surface'), -0.062460075541223847)
((7, 'visibility_surface'), (56, 'u-component_of_wind_pblri'), -0.062931105079669661)
((15, 'surface_wind_gust_surface'), (52, 'downward_short_wave_rad_flux_surface'), -0.064331009360373406)
((11, 'upward_short_wave_rad_flux_surface'), (29, 'categorical_rain_yes1_no0_surface'), -0.06446112614440036)
((38, 'geopotential_height_zerodegc_isotherm'), (39, 'mean_sea_level_pressure_nam_model_reduction_msl'), -0.064661579001340133)
((38, 'geopotential_height_zerodegc_isotherm'), (42, 'geopotential_height_surface'), -0.065322750536530694)
((26, 'transpiration_stress-onset_soil_moisture_surface'), (33, 'geopotential_height_cloud_base'), -0.065476264405975176)
((18, 'land_cover_land1_sea0_surface'), (33, 'geopotential_height_cloud_base'), -0.065903376598083527)
((27, 'soil_porosity_surface'), (33, 'geopotential_height_cloud_base'), -0.065903376598083527)
((10, 'pressure_reduced_to_msl_msl'), (28, 'vegetation_surface'), -0.066994901564046458)
((15, 'surface_wind_gust_surface'), (36, 'plant_canopy_surface_water_surface'), -0.06776477464254882)
((10, 'pressure_reduced_to_msl_msl'), (46, 'pressure_maximum_wind'), -0.068359686592468077)
((15, 'surface_wind_gust_surface'), (17, 'upward_long_wave_rad_flux_surface'), -0.068987630725744764)
((12, 'relative_humidity_zerodegc_isotherm'), (48, 'geopotential_height_pblri'), -0.069357807970187701)
((33, 'geopotential_height_cloud_base'), (44, 'latent_heat_net_flux_surface'), -0.069591194325611699)
((5, 'sensible_heat_net_flux_surface'), (33, 'geopotential_height_cloud_base'), -0.069718242849649781)
((3, 'water_equiv_of_accum_snow_depth_surface'), (52, 'downward_short_wave_rad_flux_surface'), -0.070272610472962488)
((22, 'lightning_surface'), (41, 'snow_cover_surface'), -0.070366566488135149)
((13, 'categorical_snow_yes1_no0_surface'), (52, 'downward_short_wave_rad_flux_surface'), -0.070932874452839509)
((7, 'visibility_surface'), (32, 'soil_type_as_in_zobler_surface'), -0.073377823593795771)
((21, 'albedo_surface'), (51, 'v-component_of_wind_tropopause'), -0.073471590296895928)
((29, 'categorical_rain_yes1_no0_surface'), (50, 'snow_depth_surface'), -0.074358485012304909)
((23, 'ice_cover_ice1_no_ice0_surface'), (43, 'convective_available_potential_energy_surface'), -0.074362112725985183)
((7, 'visibility_surface'), (57, 'direct_evaporation_cease_soil_moisture_surface'), -0.075317070509865552)
((7, 'visibility_surface'), (54, 'wilting_point_surface'), -0.075317070509865552)
((29, 'categorical_rain_yes1_no0_surface'), (52, 'downward_short_wave_rad_flux_surface'), -0.075576865163616988)
((7, 'visibility_surface'), (46, 'pressure_maximum_wind'), -0.076956946918040323)
((13, 'categorical_snow_yes1_no0_surface'), (43, 'convective_available_potential_energy_surface'), -0.077747159872925409)
((38, 'geopotential_height_zerodegc_isotherm'), (44, 'latent_heat_net_flux_surface'), -0.077989200122081409)
((39, 'mean_sea_level_pressure_nam_model_reduction_msl'), (42, 'geopotential_height_surface'), -0.078266600807620532)
((5, 'sensible_heat_net_flux_surface'), (38, 'geopotential_height_zerodegc_isotherm'), -0.078448085371706749)
((15, 'surface_wind_gust_surface'), (21, 'albedo_surface'), -0.079418330274684271)
((7, 'visibility_surface'), (19, 'vegitation_type_as_in_sib_surface'), -0.079819024027319038)
((5, 'sensible_heat_net_flux_surface'), (12, 'relative_humidity_zerodegc_isotherm'), -0.080333170570292378)
((12, 'relative_humidity_zerodegc_isotherm'), (44, 'latent_heat_net_flux_surface'), -0.08066260969022078)
((23, 'ice_cover_ice1_no_ice0_surface'), (42, 'geopotential_height_surface'), -0.080752904443908702)
((39, 'mean_sea_level_pressure_nam_model_reduction_msl'), (49, 'pressure_tropopause'), -0.081514399876419202)
((21, 'albedo_surface'), (52, 'downward_short_wave_rad_flux_surface'), -0.082800484839976388)
((37, 'v-component_of_wind_maximum_wind'), (41, 'snow_cover_surface'), -0.082852971344908863)
((34, 'friction_velocity_surface'), (40, 'temperature_surface'), -0.082882697586371012)
((21, 'albedo_surface'), (29, 'categorical_rain_yes1_no0_surface'), -0.085385956413723318)
((46, 'pressure_maximum_wind'), (53, 'u-component_of_wind_maximum_wind'), -0.086034465568276958)
((2, 'geopotential_height_lltw'), (15, 'surface_wind_gust_surface'), -0.087210838903192617)
((39, 'mean_sea_level_pressure_nam_model_reduction_msl'), (43, 'convective_available_potential_energy_surface'), -0.088523801014815842)
((10, 'pressure_reduced_to_msl_msl'), (43, 'convective_available_potential_energy_surface'), -0.090478794392331072)
((23, 'ice_cover_ice1_no_ice0_surface'), (45, 'surface_roughness_surface'), -0.091098061491198853)
((7, 'visibility_surface'), (45, 'surface_roughness_surface'), -0.091305506318934235)
((29, 'categorical_rain_yes1_no0_surface'), (41, 'snow_cover_surface'), -0.091415521280648712)
((41, 'snow_cover_surface'), (51, 'v-component_of_wind_tropopause'), -0.092400541251065921)
((50, 'snow_depth_surface'), (52, 'downward_short_wave_rad_flux_surface'), -0.092598965636291677)
((21, 'albedo_surface'), (33, 'geopotential_height_cloud_base'), -0.093069995232879704)
((23, 'ice_cover_ice1_no_ice0_surface'), (48, 'geopotential_height_pblri'), -0.093465901995316569)
((52, 'downward_short_wave_rad_flux_surface'), (53, 'u-component_of_wind_maximum_wind'), -0.094229606180912209)
((11, 'upward_short_wave_rad_flux_surface'), (30, 'downward_long_wave_rad_flux_surface'), -0.094552972021537465)
((12, 'relative_humidity_zerodegc_isotherm'), (55, 'precipitable_water_entire_atmosphere'), -0.094570972002270062)
((28, 'vegetation_surface'), (39, 'mean_sea_level_pressure_nam_model_reduction_msl'), -0.095296505849484889)
((39, 'mean_sea_level_pressure_nam_model_reduction_msl'), (47, 'temperature_tropopause'), -0.095336725193351943)
((23, 'ice_cover_ice1_no_ice0_surface'), (28, 'vegetation_surface'), -0.096378887844729713)
((24, 'convective_inhibition_surface'), (28, 'vegetation_surface'), -0.096709069992975571)
((47, 'temperature_tropopause'), (52, 'downward_short_wave_rad_flux_surface'), -0.096863270602224424)
((12, 'relative_humidity_zerodegc_isotherm'), (43, 'convective_available_potential_energy_surface'), -0.097492763383496495)
((20, 'v-component_of_wind_pblri'), (25, 'pressure_surface'), -0.10172515089420886)
((7, 'visibility_surface'), (26, 'transpiration_stress-onset_soil_moisture_surface'), -0.10176223796473398)
((7, 'visibility_surface'), (20, 'v-component_of_wind_pblri'), -0.10280845155243755)
((14, 'u-component_of_wind_tropopause'), (52, 'downward_short_wave_rad_flux_surface'), -0.10401930618613753)
((3, 'water_equiv_of_accum_snow_depth_surface'), (43, 'convective_available_potential_energy_surface'), -0.10409863377129201)
((19, 'vegitation_type_as_in_sib_surface'), (23, 'ice_cover_ice1_no_ice0_surface'), -0.10419289093198539)
((3, 'water_equiv_of_accum_snow_depth_surface'), (48, 'geopotential_height_pblri'), -0.1042939888612333)
((13, 'categorical_snow_yes1_no0_surface'), (25, 'pressure_surface'), -0.10548218619171881)
((10, 'pressure_reduced_to_msl_msl'), (49, 'pressure_tropopause'), -0.10603792129772641)
((3, 'water_equiv_of_accum_snow_depth_surface'), (28, 'vegetation_surface'), -0.10650192983006866)
((7, 'visibility_surface'), (27, 'soil_porosity_surface'), -0.10677088172288329)
((7, 'visibility_surface'), (18, 'land_cover_land1_sea0_surface'), -0.10677088172288329)
((2, 'geopotential_height_lltw'), (36, 'plant_canopy_surface_water_surface'), -0.10952043175474319)
((36, 'plant_canopy_surface_water_surface'), (52, 'downward_short_wave_rad_flux_surface'), -0.11056126968189588)
((10, 'pressure_reduced_to_msl_msl'), (22, 'lightning_surface'), -0.11147147930042854)
((11, 'upward_short_wave_rad_flux_surface'), (55, 'precipitable_water_entire_atmosphere'), -0.11162570653896058)
((10, 'pressure_reduced_to_msl_msl'), (48, 'geopotential_height_pblri'), -0.11208162749891677)
((7, 'visibility_surface'), (8, 'number_of_soil_layers_in_root_zone_surface'), -0.11264948508103417)
((33, 'geopotential_height_cloud_base'), (39, 'mean_sea_level_pressure_nam_model_reduction_msl'), -0.1139473042853438)
((10, 'pressure_reduced_to_msl_msl'), (47, 'temperature_tropopause'), -0.11461546395862823)
((7, 'visibility_surface'), (33, 'geopotential_height_cloud_base'), -0.11520614503861008)
((36, 'plant_canopy_surface_water_surface'), (43, 'convective_available_potential_energy_surface'), -0.11623051188820928)
((23, 'ice_cover_ice1_no_ice0_surface'), (32, 'soil_type_as_in_zobler_surface'), -0.11723897055545798)
((35, 'maximumcomposite_radar_reflectivity_entire_atmosphere'), (40, 'temperature_surface'), -0.11752362414769631)
((13, 'categorical_snow_yes1_no0_surface'), (30, 'downward_long_wave_rad_flux_surface'), -0.11768969193976705)
((41, 'snow_cover_surface'), (52, 'downward_short_wave_rad_flux_surface'), -0.11782140809027575)
((10, 'pressure_reduced_to_msl_msl'), (33, 'geopotential_height_cloud_base'), -0.11982149014322267)
((22, 'lightning_surface'), (39, 'mean_sea_level_pressure_nam_model_reduction_msl'), -0.1209998123813463)
((34, 'friction_velocity_surface'), (43, 'convective_available_potential_energy_surface'), -0.12105232224727588)
((11, 'upward_short_wave_rad_flux_surface'), (35, 'maximumcomposite_radar_reflectivity_entire_atmosphere'), -0.12226013916124878)
((35, 'maximumcomposite_radar_reflectivity_entire_atmosphere'), (43, 'convective_available_potential_energy_surface'), -0.12232896529220566)
((13, 'categorical_snow_yes1_no0_surface'), (39, 'mean_sea_level_pressure_nam_model_reduction_msl'), -0.12262282869643716)
((43, 'convective_available_potential_energy_surface'), (46, 'pressure_maximum_wind'), -0.12290882700187918)
((25, 'pressure_surface'), (50, 'snow_depth_surface'), -0.12336429988373436)
((43, 'convective_available_potential_energy_surface'), (50, 'snow_depth_surface'), -0.12380725661781318)
((17, 'upward_long_wave_rad_flux_surface'), (35, 'maximumcomposite_radar_reflectivity_entire_atmosphere'), -0.12438171151035179)
((36, 'plant_canopy_surface_water_surface'), (48, 'geopotential_height_pblri'), -0.12451948584563875)
((49, 'pressure_tropopause'), (52, 'downward_short_wave_rad_flux_surface'), -0.12536725292361528)
((10, 'pressure_reduced_to_msl_msl'), (17, 'upward_long_wave_rad_flux_surface'), -0.12703291256000976)
((23, 'ice_cover_ice1_no_ice0_surface'), (57, 'direct_evaporation_cease_soil_moisture_surface'), -0.12737193303532848)
((23, 'ice_cover_ice1_no_ice0_surface'), (54, 'wilting_point_surface'), -0.12737193303532848)
((48, 'geopotential_height_pblri'), (50, 'snow_depth_surface'), -0.12771076424900971)
((28, 'vegetation_surface'), (50, 'snow_depth_surface'), -0.13059656661251026)
((2, 'geopotential_height_lltw'), (32, 'soil_type_as_in_zobler_surface'), -0.1309582781176534)
((15, 'surface_wind_gust_surface'), (38, 'geopotential_height_zerodegc_isotherm'), -0.13107702551081671)
((7, 'visibility_surface'), (37, 'v-component_of_wind_maximum_wind'), -0.13133900501984297)
((36, 'plant_canopy_surface_water_surface'), (55, 'precipitable_water_entire_atmosphere'), -0.13155321775314127)
((10, 'pressure_reduced_to_msl_msl'), (40, 'temperature_surface'), -0.13167438340801349)
((7, 'visibility_surface'), (15, 'surface_wind_gust_surface'), -0.13264725212718045)
((25, 'pressure_surface'), (49, 'pressure_tropopause'), -0.13361263510638843)
((24, 'convective_inhibition_surface'), (55, 'precipitable_water_entire_atmosphere'), -0.13386663816141744)
((30, 'downward_long_wave_rad_flux_surface'), (34, 'friction_velocity_surface'), -0.13458651343494521)
((7, 'visibility_surface'), (23, 'ice_cover_ice1_no_ice0_surface'), -0.13461086249907642)
((10, 'pressure_reduced_to_msl_msl'), (13, 'categorical_snow_yes1_no0_surface'), -0.1346302803446153)
((43, 'convective_available_potential_energy_surface'), (45, 'surface_roughness_surface'), -0.13568231594180052)
((39, 'mean_sea_level_pressure_nam_model_reduction_msl'), (48, 'geopotential_height_pblri'), -0.13661324394205923)
((24, 'convective_inhibition_surface'), (30, 'downward_long_wave_rad_flux_surface'), -0.1378344572971277)
((7, 'visibility_surface'), (51, 'v-component_of_wind_tropopause'), -0.13814984339777645)
((24, 'convective_inhibition_surface'), (40, 'temperature_surface'), -0.13817371163452652)
((3, 'water_equiv_of_accum_snow_depth_surface'), (25, 'pressure_surface'), -0.13840583315516738)
((28, 'vegetation_surface'), (41, 'snow_cover_surface'), -0.1396514518095934)
((17, 'upward_long_wave_rad_flux_surface'), (24, 'convective_inhibition_surface'), -0.13997270274008525)
((8, 'number_of_soil_layers_in_root_zone_surface'), (23, 'ice_cover_ice1_no_ice0_surface'), -0.14044031180391706)
((25, 'pressure_surface'), (56, 'u-component_of_wind_pblri'), -0.1409075775356112)
((7, 'visibility_surface'), (34, 'friction_velocity_surface'), -0.14174435615878311)
((23, 'ice_cover_ice1_no_ice0_surface'), (26, 'transpiration_stress-onset_soil_moisture_surface'), -0.14228953068960928)
((39, 'mean_sea_level_pressure_nam_model_reduction_msl'), (55, 'precipitable_water_entire_atmosphere'), -0.14254104105733559)
((23, 'ice_cover_ice1_no_ice0_surface'), (27, 'soil_porosity_surface'), -0.14361194286933965)
((18, 'land_cover_land1_sea0_surface'), (23, 'ice_cover_ice1_no_ice0_surface'), -0.14361194286933965)
((39, 'mean_sea_level_pressure_nam_model_reduction_msl'), (40, 'temperature_surface'), -0.1446260078790727)
((17, 'upward_long_wave_rad_flux_surface'), (39, 'mean_sea_level_pressure_nam_model_reduction_msl'), -0.145190090926752)
((17, 'upward_long_wave_rad_flux_surface'), (42, 'geopotential_height_surface'), -0.14734288890014999)
((10, 'pressure_reduced_to_msl_msl'), (56, 'u-component_of_wind_pblri'), -0.14840600138578866)
((19, 'vegitation_type_as_in_sib_surface'), (43, 'convective_available_potential_energy_surface'), -0.1498279170261109)
((39, 'mean_sea_level_pressure_nam_model_reduction_msl'), (56, 'u-component_of_wind_pblri'), -0.15072693646841795)
((11, 'upward_short_wave_rad_flux_surface'), (25, 'pressure_surface'), -0.15101439215696144)
((2, 'geopotential_height_lltw'), (54, 'wilting_point_surface'), -0.15163058331699034)
((2, 'geopotential_height_lltw'), (57, 'direct_evaporation_cease_soil_moisture_surface'), -0.15163058331699034)
((2, 'geopotential_height_lltw'), (19, 'vegitation_type_as_in_sib_surface'), -0.15292374529455841)
((32, 'soil_type_as_in_zobler_surface'), (43, 'convective_available_potential_energy_surface'), -0.15303805982503441)
((10, 'pressure_reduced_to_msl_msl'), (55, 'precipitable_water_entire_atmosphere'), -0.15459469202526444)
((25, 'pressure_surface'), (47, 'temperature_tropopause'), -0.15565115295321394)
((30, 'downward_long_wave_rad_flux_surface'), (36, 'plant_canopy_surface_water_surface'), -0.15620618777507486)
((2, 'geopotential_height_lltw'), (10, 'pressure_reduced_to_msl_msl'), -0.156292766089137)
((13, 'categorical_snow_yes1_no0_surface'), (55, 'precipitable_water_entire_atmosphere'), -0.15940763121016496)
((23, 'ice_cover_ice1_no_ice0_surface'), (55, 'precipitable_water_entire_atmosphere'), -0.16320797557202898)
((12, 'relative_humidity_zerodegc_isotherm'), (52, 'downward_short_wave_rad_flux_surface'), -0.16436581984990134)
((42, 'geopotential_height_surface'), (43, 'convective_available_potential_energy_surface'), -0.1657400754378392)
((10, 'pressure_reduced_to_msl_msl'), (20, 'v-component_of_wind_pblri'), -0.1661534623782642)
((21, 'albedo_surface'), (48, 'geopotential_height_pblri'), -0.16716686883046214)
((15, 'surface_wind_gust_surface'), (19, 'vegitation_type_as_in_sib_surface'), -0.16721593365285953)
((43, 'convective_available_potential_energy_surface'), (57, 'direct_evaporation_cease_soil_moisture_surface'), -0.17010058658554986)
((43, 'convective_available_potential_energy_surface'), (54, 'wilting_point_surface'), -0.17010058658554986)
((2, 'geopotential_height_lltw'), (34, 'friction_velocity_surface'), -0.17035923939698286)
((20, 'v-component_of_wind_pblri'), (39, 'mean_sea_level_pressure_nam_model_reduction_msl'), -0.17253675034128593)
((17, 'upward_long_wave_rad_flux_surface'), (32, 'soil_type_as_in_zobler_surface'), -0.17469424928244637)
((2, 'geopotential_height_lltw'), (24, 'convective_inhibition_surface'), -0.17913974345818096)
((24, 'convective_inhibition_surface'), (38, 'geopotential_height_zerodegc_isotherm'), -0.17926072625087022)
((12, 'relative_humidity_zerodegc_isotherm'), (39, 'mean_sea_level_pressure_nam_model_reduction_msl'), -0.18091882848711358)
((41, 'snow_cover_surface'), (48, 'geopotential_height_pblri'), -0.18268972964882396)
((2, 'geopotential_height_lltw'), (39, 'mean_sea_level_pressure_nam_model_reduction_msl'), -0.18482841433927297)
((19, 'vegitation_type_as_in_sib_surface'), (38, 'geopotential_height_zerodegc_isotherm'), -0.18507453264790313)
((40, 'temperature_surface'), (53, 'u-component_of_wind_maximum_wind'), -0.18600579669238532)
((10, 'pressure_reduced_to_msl_msl'), (12, 'relative_humidity_zerodegc_isotherm'), -0.18637426451478672)
((17, 'upward_long_wave_rad_flux_surface'), (53, 'u-component_of_wind_maximum_wind'), -0.18714786502340319)
((2, 'geopotential_height_lltw'), (45, 'surface_roughness_surface'), -0.18745088662936982)
((17, 'upward_long_wave_rad_flux_surface'), (19, 'vegitation_type_as_in_sib_surface'), -0.18782411210090319)
((32, 'soil_type_as_in_zobler_surface'), (38, 'geopotential_height_zerodegc_isotherm'), -0.18975770974209677)
((30, 'downward_long_wave_rad_flux_surface'), (39, 'mean_sea_level_pressure_nam_model_reduction_msl'), -0.19048623227240449)
